trail No,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,-2,-12,-11.6875,False,-12,1564.427137374878
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,4,24,10.875,True,10.9,2560.537099838257
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,5,30,14.375,True,14.4,4799.782991409302
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,-1,-6,-5.6875,False,-1,2495.9309101104736
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,2,12,8.5625,True,8.6,1369.7600364685059
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,-1,-6,-5.84375,False,-6,1616.6419982910156
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,2,12,5.28125,False,12,2625.227212905884
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,-5,-30,-5.78125,True,-5.8,2413.6199951171875
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,5,30,9.6875,False,5,12182.98316001892
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,-2,-12,-11.84375,False,-2,2215.7890796661377
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,-4,-24,-22.75,False,-24,1870.6331253051758
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,-1,-6,-5.921875,False,-1,1615.9770488739014
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,-5,-30,-5.390625,True,-5.4,2949.030876159668
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,4,24,7.4375,False,24,2319.3371295928955
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,-4,-24,-23.375,False,-4,3173.588991165161
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,5,30,19.84375,True,19.8,5106.364011764526
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,1,6,3.5,True,3.5,5516.079902648926
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,-4,-24,-23.6875,False,-24,2316.525936126709
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,5,30,12.421875,True,12.4,2923.849105834961
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,1,6,2.25,False,1,2492.8128719329834
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,1,6,4.125,True,4.1,5359.320878982544
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,1,6,2.5625,False,1,1848.747968673706
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,1,6,4.28125,True,4.3,2695.9068775177
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,1,6,2.640625,False,1,2292.82808303833
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,6.921875,-6.921875,0,True,0,3413.944959640503
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,16.1328125,-16.1328125,0,True,0,2798.504114151001
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,9.15625,-9.15625,0,True,0,1445.5809593200684
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,11.0859375,-11.0859375,0,True,0,694.1549777984619
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,3.4609375,-3.4609375,0,True,0,696.2180137634277
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,11.0859375,-5.54296875,0,False,-5.5,1995.4230785369873
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,6.921875,-3.4609375,0,False,-3.5,2909.7840785980225
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,16.1328125,-8.06640625,0,True,0,1434.0500831604004
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,16.1328125,-4.033203125,0,False,16.1,1371.3178634643555
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,16.1328125,-50.4150390625,0,True,0,1720.2138900756836
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,9.15625,-4.578125,0,False,-4.6,4843.245029449463
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,6.921875,-22.49609375,0,True,0,1198.517084121704
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,3.4609375,-1.73046875,0,False,-1.7,2323.702812194824
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,11.0859375,-36.029296875,0,False,-36.0,962.6750946044922
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,9.15625,-29.7578125,0,True,0,1429.3360710144043
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,16.1328125,-25.20751953125,0,True,0,1413.8190746307373
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,9.15625,-14.87890625,0,True,0,1069.810152053833
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,16.1328125,-12.603759765625,0,True,0,2049.6420860290527
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,6.921875,-11.248046875,0,False,6.9,1776.4909267425537
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,6.921875,-26.3896484375,0,True,0,1897.1731662750244
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,6.921875,-13.19482421875,0,True,0,1888.4861469268799
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,3.4609375,-11.248046875,0,True,0,2323.3249187469482
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,6.921875,-6.921875,0,True,0,2910.442113876343
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,3.4609375,-5.6240234375,0,True,0,1771.7020511627197
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,11.0859375,-51.2724609375,0,True,0,1719.1689014434814
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,3.4609375,-2.81201171875,0,True,0,4404.465198516846
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,3.4609375,-1.406005859375,0,False,3.5,2840.04807472229
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,9.15625,-7.439453125,0,True,0,1670.323133468628
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,3.4609375,-3.4609375,0,False,3.5,2378.2289028167725
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,16.1328125,-16.1328125,0,True,0,2072.579860687256
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,11.0859375,-25.63623046875,0,True,0,3283.517837524414
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,11.0859375,-12.818115234375,0,True,0,1620.25785446167
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,11.0859375,-11.0859375,0,True,0,2330.277919769287
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,9.15625,-3.7197265625,0,False,-3.7,1878.0159950256348
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,9.15625,-9.15625,0,True,0,1655.0920009613037
