trail No,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,4,24,16.5,True,16.5,1728.3680438995361
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,4,24,10.25,True,10.2,25008.422136306763
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,4,24,7.125,False,24,2945.2009201049805
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,4,24,15.5625,True,15.6,1876.7099380493164
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,1,6,4.125,True,4.1,2438.302993774414
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,1,6,2.5625,False,6,1850.4021167755127
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,1,6,4.28125,True,4.3,1410.0430011749268
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,-1,-6,-1.15625,True,-1.2,1667.5519943237305
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,2,12,8.5625,True,8.6,1486.7610931396484
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,2,12,5.28125,False,2,5257.40385055542
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,-1,-6,-1.078125,True,-1.1,1361.2608909606934
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,1,6,2.640625,False,6,1366.49489402771
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,6.921875,-6.921875,0,True,0,31943.892002105713
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,3.4609375,-3.4609375,0,False,3.5,7128.8111209869385
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,11.34375,-11.34375,0,True,0,1770.1401710510254
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,17.3046875,-17.3046875,0,True,0,3865.194082260132
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,3.4609375,-12.11328125,0,True,0,3030.452013015747
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,10.3828125,-10.3828125,0,True,0,1876.5978813171387
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,3.4609375,-6.056640625,0,True,0,1803.1399250030518
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,11.34375,-5.671875,0,False,-5.7,2229.581117630005
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,17.3046875,-8.65234375,0,False,17.3,1776.4239311218262
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,10.3828125,-5.19140625,0,False,10.4,1414.276123046875
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,11.34375,-36.8671875,0,True,0,1335.4508876800537
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,6.921875,-3.4609375,0,False,6.9,1473.9480018615723
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,17.3046875,-56.240234375,0,True,0,1471.9159603118896
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,3.4609375,-3.0283203125,0,True,0,2807.690143585205
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,11.34375,-18.43359375,0,True,0,1256.3271522521973
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,11.34375,-9.216796875,0,False,11.3,4540.035009384155
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,11.34375,-38.6396484375,0,True,0,1130.1469802856445
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,10.3828125,-33.744140625,0,True,0,1017.8511142730713
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,17.3046875,-28.1201171875,0,True,0,1074.7179985046387
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,17.3046875,-14.06005859375,0,False,17.3,3717.116117477417
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,17.3046875,-58.944091796875,0,True,0,1649.2760181427002
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,17.3046875,-17.3046875,0,True,0,1943.1090354919434
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,10.3828125,-16.8720703125,0,True,0,1840.9450054168701
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,11.34375,-11.34375,0,True,0,1246.9918727874756
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,3.4609375,-1.51416015625,0,False,-1.5,1619.5659637451172
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,6.921875,-22.49609375,0,True,0,1217.170000076294
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,3.4609375,-11.139892578125,0,True,0,1736.548900604248
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,3.4609375,-3.4609375,0,True,0,4649.99794960022
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,6.921875,-11.248046875,0,True,0,1220.9949493408203
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,10.3828125,-8.43603515625,0,False,10.4,1001.3959407806396
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,6.921875,-5.6240234375,0,False,6.9,1501.664161682129
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,10.3828125,-35.366455078125,0,True,0,1256.1330795288086
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,10.3828125,-10.3828125,0,True,0,1144.9618339538574
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,6.921875,-23.57763671875,0,True,0,1345.4978466033936
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,6.921875,-6.921875,0,True,0,1089.4150733947754
