trial,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,3,18,16.125,False,18,1535.0580215454102
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,3,18,17.0625,False,3,770.9689140319824
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,-3,-18,-3.46875,False,-3,4627.737998962402
32,-4,-24,-6.5,True,-6.5,2293.1129932403564
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,-5,-30,-11.25,False,-5,1370.872974395752
34,-5,-30,-8.125,True,-8.1,1764.150857925415
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,-2,-12,-2.625,False,-12,1566.9560432434082
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,-5,-30,-9.6875,False,-30,1967.0429229736328
37,3,18,17.53125,True,17.5,1435.2810382843018
38,1,6,4.75,True,4.8,1232.2721481323242
39,-3,-18,-3.234375,True,-3.2,3130.1651000976562
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,5,30,6.171875,False,30,3202.345848083496
41,-1,-6,-2.328125,True,-2.3,4116.809129714966
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,-4,-24,-7.75,False,-24,4710.729122161865
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,-4,-24,-7.125,False,-24,1337.0299339294434
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,2,12,4.5,False,2,1788.8798713684082
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,-2,-12,-2.3125,False,-2,1804.8460483551025
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,-5,-30,-8.90625,False,-5,3372.2310066223145
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,2,12,5.75,False,2,4031.453847885132
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,-5,-30,-8.515625,False,-30,2311.861991882324
49,1,6,4.125,True,4.1,3036.323070526123
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,1,6,3.8125,False,6,1896.4118957519531
51,-4,-24,-6.8125,True,-6.8,3405.708074569702
52,1,6,3.96875,True,4.0,1618.5331344604492
53,3,18,17.296875,True,17.3,1346.4629650115967
54,-2,-12,-2.15625,True,-2.2,2435.1799488067627
55,1,6,3.890625,True,3.9,2065.932035446167
56,2,12,6.375,True,6.4,1048.095941543579
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,4,24,6.1875,False,4,1281.8279266357422
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,2,12,6.0625,False,12,1008.6929798126221
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,2,12,6.21875,False,12,1595.29709815979
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,6.140625,-6.140625,0,False,-6.1,3293.943166732788
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,6.140625,-21.4921875,0,False,6.1,946.8221664428711
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,17.4140625,-17.4140625,0,False,17.4,1195.7430839538574
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,5.9765625,-5.9765625,0,False,6.0,803.1101226806641
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,3.9296875,-3.9296875,0,False,-3.9,839.8962020874023
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,6.03125,-6.03125,0,False,-6.0,637.0978355407715
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,17.4140625,-60.94921875,0,False,17.4,636.9059085845947
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,3.9296875,-13.75390625,0,False,3.9,1035.7739925384521
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,5.9765625,-20.91796875,0,False,6.0,996.9818592071533
69,5.9765625,-28.388671875,0,True,0,1720.2188968658447
70,6.140625,-29.16796875,0,True,0,1229.856014251709
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,3.9296875,-18.666015625,0,False,3.9,1912.5769138336182
72,17.4140625,-82.716796875,0,True,0,2593.1849479675293
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,6.140625,-25.330078125,0,False,-25.3,1276.7720222473145
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,6.03125,-21.109375,0,False,6.0,1280.2810668945312
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,3.9296875,-21.1220703125,0,False,3.9,1325.1490592956543
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,6.03125,-28.6484375,0,False,6.0,1825.402021408081
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,5.9765625,-24.6533203125,0,False,6.0,937.6230239868164
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,6.03125,-32.41796875,0,False,6.0,786.5340709686279
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,17.4140625,-71.8330078125,0,False,-71.8,739.6731376647949
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,6.03125,-34.302734375,0,False,6.0,1193.9001083374023
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,17.4140625,-77.27490234375,0,False,-77.3,742.7821159362793
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,6.140625,-27.2490234375,0,False,6.1,713.9389514923096
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,17.4140625,-79.995849609375,0,False,17.4,1141.2649154663086
84,6.03125,-35.2451171875,0,True,0,1907.012939453125
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,6.03125,-6.03125,0,False,-6.0,1872.5199699401855
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,5.9765625,-26.52099609375,0,False,-26.5,2092.440128326416
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,6.140625,-28.20849609375,0,False,-28.2,727.5080680847168
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,6.140625,-6.140625,0,False,6.1,656.8410396575928
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,5.9765625,-27.454833984375,0,False,-27.5,782.9539775848389
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,3.9296875,-22.35009765625,0,False,3.9,931.5409660339355
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,17.4140625,-17.4140625,0,False,17.4,871.0379600524902
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,5.9765625,-5.9765625,0,False,-6.0,1143.0978775024414
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,3.9296875,-22.964111328125,0,False,-23.0,808.9308738708496
<bound method App.trialNo of <__main__.App object at 0x101bd1da0>>,3.9296875,-3.9296875,0,False,3.9,912.8358364105225
