trail No,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,5,30,17.890625,False,5,2106.0237884521484
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,-1,-6,-5.375,False,-6,2971.611976623535
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,-2,-12,-7.9375,False,-12,3097.109079360962
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,-2,-12,-9.96875,False,-2,1849.8969078063965
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,-4,-24,-23.6875,False,-24,1742.1000003814697
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,-1,-6,-5.6875,False,-1,5760.020017623901
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,3,18,4.40625,False,18,2293.851137161255
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,1,6,4.59375,True,4.6,2226.562023162842
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,1,6,2.796875,False,1,1631.993055343628
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,3,18,11.203125,False,18,1982.4159145355225
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,-1,-6,-5.84375,False,-6,1956.9380283355713
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,-1,-6,-5.921875,False,-6,2215.2910232543945
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,3.6953125,-3.6953125,0,True,0,7474.704027175903
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,3.6953125,-1.84765625,0,False,-1.8,2450.702905654907
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,4.46875,-4.46875,0,True,0,2135.5700492858887
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,5.671875,-5.671875,0,True,0,1240.0341033935547
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,5.109375,-5.109375,0,True,0,1417.2909259796143
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,5.671875,-2.8359375,0,False,-2.8,1518.9781188964844
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,11.8359375,-11.8359375,0,True,0,1048.144817352295
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,3.6953125,-12.009765625,0,True,0,1516.1499977111816
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,5.671875,-18.43359375,0,True,0,1299.386978149414
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,11.8359375,-5.91796875,0,False,-5.9,2384.7639560699463
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,3.6953125,-6.0048828125,0,True,0,1228.5270690917969
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,4.46875,-2.234375,0,False,-2.2,1028.1219482421875
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,5.671875,-9.216796875,0,True,0,1038.3329391479492
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,4.46875,-14.5234375,0,True,0,1075.6890773773193
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,4.46875,-7.26171875,0,True,0,1152.0888805389404
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,5.109375,-2.5546875,0,False,5.1,1268.5508728027344
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,3.6953125,-3.00244140625,0,False,-3.0,1354.0410995483398
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,11.8359375,-38.466796875,0,True,0,1208.4150314331055
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,5.671875,-4.6083984375,0,False,-4.6,1679.2938709259033
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,11.8359375,-19.2333984375,0,True,0,1313.2619857788086
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,5.671875,-19.31982421875,0,False,5.7,1402.691125869751
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,3.6953125,-12.587158203125,0,True,0,1346.7700481414795
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,11.8359375,-9.61669921875,0,False,-9.6,1055.0599098205566
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,5.671875,-5.671875,0,True,0,1329.8180103302002
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,3.6953125,-3.6953125,0,True,0,1566.7319297790527
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,4.46875,-3.630859375,0,False,4.5,872.7478981018066
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,4.46875,-15.2216796875,0,True,0,1197.3190307617188
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,4.46875,-4.46875,0,True,0,1101.841926574707
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,5.109375,-16.60546875,0,True,0,5394.412040710449
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,5.109375,-8.302734375,0,True,0,798.7251281738281
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,5.109375,-4.1513671875,0,True,0,2043.0328845977783
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,11.8359375,-40.316162109375,0,True,0,1579.8799991607666
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,11.8359375,-11.8359375,0,True,0,1223.4981060028076
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,5.109375,-2.07568359375,0,False,5.1,1383.6510181427002
<bound method App.trialNo of <__main__.App object at 0x1023c32b0>>,5.109375,-5.109375,0,True,0,1154.1578769683838
