trial,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,4,24,5.25,False,24,2673.9840507507324
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,-5,-30,-23.75,False,-5,2673.9840507507324
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,-1,-6,-5.53125,False,-1,2034.168004989624
30,-3,-18,-6.75,True,-6.8,2135.4119777679443
31,3,18,8.625,True,8.6,3097.385883331299
32,-4,-24,-18.375,True,-18.4,2651.815176010132
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,4,24,5.875,False,24,2106.4610481262207
34,-2,-12,-9.03125,True,-9.0,3018.06902885437
35,-4,-24,-18.6875,True,-18.7,2845.7770347595215
36,-3,-18,-8.625,True,-8.6,2845.7770347595215
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,4,24,6.1875,False,24,2253.3750534057617
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,1,6,2.25,False,6,2689.6960735321045
39,5,30,10.46875,True,10.5,1951.5190124511719
40,5,30,10.078125,True,10.1,2356.7330837249756
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,2,12,3.25,False,2,2057.3651790618896
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,-5,-30,-20.625,False,-5,5291.867017745972
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,2,12,3.875,False,2,2461.5719318389893
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,-5,-30,-19.0625,False,-30,2694.870948791504
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,2,12,4.1875,False,12,3953.3751010894775
46,3,18,7.6875,True,7.7,2564.28599357605
47,-5,-30,-18.28125,True,-18.3,1917.680025100708
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,1,6,2.875,False,6,1336.5650177001953
49,3,18,7.21875,True,7.2,3452.5418281555176
50,-5,-30,-18.671875,True,-18.7,1938.241958618164
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,-1,-6,-5.453125,False,-1,3075.770139694214
52,3,18,6.984375,True,7.0,4031.6760540008545
53,1,6,3.1875,True,3.2,1939.5689964294434
54,-3,-18,-9.5625,True,-9.6,2887.087106704712
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,2,12,4.34375,False,2,4208.281993865967
56,1,6,3.03125,True,3.0,1415.8191680908203
57,1,6,2.953125,True,3.0,1276.6690254211426
58,-3,-18,-10.03125,True,-10.0,1983.92915725708
59,-3,-18,-10.265625,True,-10.3,1926.9599914550781
60,7.1015625,-7.1015625,0,True,0,3372.2550868988037
61,2.9921875,-2.9921875,0,True,0,1155.522108078003
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,7.1015625,-3.55078125,0,False,7.1,3661.4339351654053
63,7.1015625,-5.326171875,0,True,0,1569.4661140441895
64,10.2734375,-10.2734375,0,True,0,1207.740068435669
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,2.9921875,-1.49609375,0,False,-1.5,2109.774112701416
66,4.265625,-4.265625,0,True,0,1357.032060623169
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,10.2734375,-5.13671875,0,False,-5.1,1400.242805480957
68,10.2734375,-7.705078125,0,True,0,2261.8260383605957
69,6.03125,-6.03125,0,True,0,1127.2339820861816
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,4.265625,-2.1328125,0,False,4.3,1783.7409973144531
71,4.265625,-3.19921875,0,True,0,1401.413917541504
72,7.1015625,-4.4384765625,0,True,0,1471.6689586639404
73,7.1015625,-3.99462890625,0,True,0,1339.6639823913574
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,4.265625,-2.666015625,0,False,-2.7,1296.010971069336
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,4.265625,-2.9326171875,0,False,4.3,1804.4040203094482
76,7.1015625,-3.772705078125,0,True,0,1079.2040824890137
77,4.265625,-3.06591796875,0,True,0,1258.8682174682617
78,7.1015625,-7.1015625,0,True,0,1180.5150508880615
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,6.03125,-3.015625,0,False,-3.0,1894.110918045044
80,6.03125,-4.5234375,0,True,0,1094.775915145874
81,4.265625,-4.265625,0,True,0,990.9920692443848
82,10.2734375,-6.4208984375,0,True,0,1164.9620532989502
83,6.03125,-3.76953125,0,True,0,1133.9740753173828
84,6.03125,-3.392578125,0,True,0,1183.43186378479
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,2.9921875,-2.244140625,0,False,3.0,1283.2481861114502
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,6.03125,-3.2041015625,0,False,-3.2,2619.415044784546
87,6.03125,-6.03125,0,True,0,1104.0492057800293
88,10.2734375,-5.77880859375,0,True,0,1513.7720108032227
<bound method App.trialNo of <__main__.App object at 0x101bd1e10>>,2.9921875,-2.6181640625,0,False,3.0,1434.818983078003
90,10.2734375,-5.457763671875,0,True,0,1183.3288669586182
91,2.9921875,-2.80517578125,0,True,0,2009.4289779663086
92,2.9921875,-2.711669921875,0,True,0,1529.4158458709717
93,2.9921875,-2.9921875,0,True,0,1126.1861324310303
94,10.2734375,-10.2734375,0,True,0,1173.1641292572021
