trial,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
74,7.234375,-1.80859375,0,True,0,1266.049861907959
<bound method App.trialNo of <__main__.App object at 0x1023d1fd0>>,13.7890625,-8.6181640625,0,False,-8.6,1112.9748821258545
76,13.7890625,-9.47998046875,0,True,0,3143.199920654297
77,13.7890625,-9.049072265625,0,True,0,1568.4840679168701
<bound method App.trialNo of <__main__.App object at 0x1023d1fd0>>,7.28125,-4.55078125,0,False,-4.6,1260.617971420288
79,3.6171875,-4.74755859375,0,True,0,1201.6189098358154
80,13.7890625,-13.7890625,0,True,0,815.7830238342285
<bound method App.trialNo of <__main__.App object at 0x1023d1fd0>>,11.7890625,-8.841796875,0,False,-8.8,2428.050994873047
82,7.28125,-5.005859375,0,True,0,1287.7609729766846
83,3.6171875,-4.182373046875,0,True,0,1793.15185546875
<bound method App.trialNo of <__main__.App object at 0x1023d1fd0>>,7.234375,-0.904296875,0,False,-0.9,1193.291187286377
85,3.6171875,-3.6171875,0,True,0,1814.3589496612549
86,7.28125,-4.7783203125,0,True,0,1328.3720016479492
87,11.7890625,-10.3154296875,0,True,0,3097.604990005493
<bound method App.trialNo of <__main__.App object at 0x1023d1fd0>>,11.7890625,-9.57861328125,0,False,11.8,1632.9970359802246
89,11.7890625,-9.947021484375,0,True,0,1257.066011428833
90,11.7890625,-11.7890625,0,True,0,1440.943956375122
91,7.28125,-7.28125,0,True,0,745.1598644256592
<bound method App.trialNo of <__main__.App object at 0x1023d1fd0>>,7.234375,-1.3564453125,0,False,7.2,1346.5909957885742
<bound method App.trialNo of <__main__.App object at 0x1023d1fd0>>,7.234375,-1.58251953125,0,False,-1.6,1428.7059307098389
94,7.234375,-7.234375,0,True,0,1041.8689250946045
