trail No,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,-4,-24,-21.5,False,-24,2527.6761054992676
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,1,6,3.890625,True,3.9,2870.687961578369
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,-4,-24,-22.75,False,-24,7752.840042114258
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,2,12,5.125,False,12,3715.920925140381
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,-3,-18,-17.765625,False,-18,2710.14404296875
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,-1,-6,-5.84375,False,-1,3548.403024673462
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,-1,-6,-5.921875,True,-5.9,2143.9168453216553
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,3,18,7.921875,False,18,7336.621999740601
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,-4,-24,-23.375,False,-4,4079.8470973968506
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,-4,-24,-23.6875,False,-4,3683.8510036468506
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,-2,-12,-2.15625,True,-2.2,2521.8899250030518
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,2,12,8.5625,True,8.6,10139.226198196411
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,2,12,5.28125,False,12,5712.832927703857
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,13.84375,-13.84375,0,False,13.8,7694.804906845093
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,6.375,-6.375,0,False,6.4,5384.277820587158
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,10.265625,-10.265625,0,True,0,1644.6361541748047
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,10.265625,-5.1328125,0,False,-5.1,1692.3928260803223
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,10.265625,-33.36328125,0,True,0,2533.6689949035645
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,6.375,-22.3125,0,True,0,3372.1718788146973
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,13.84375,-48.453125,0,True,0,1822.7789402008057
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,6.375,-11.15625,0,True,0,1277.89306640625
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,6.375,-5.578125,0,False,-5.6,2537.2259616851807
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,6.375,-21.9140625,0,True,0,1298.4988689422607
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,10.265625,-16.681640625,0,True,0,1633.8911056518555
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,6.375,-10.95703125,0,True,0,1154.5758247375488
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,10.265625,-8.3408203125,0,False,-8.3,2161.3528728485107
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,6.375,-6.375,0,False,6.4,2958.0609798431396
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,17.3046875,-17.3046875,0,False,17.3,1382.9939365386963
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,10.265625,-34.96728515625,0,True,0,2347.5308418273926
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,10.265625,-10.265625,0,False,-10.3,2981.0781478881836
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,13.84375,-24.2265625,0,True,0,1288.8760566711426
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,17.3046875,-60.56640625,0,True,0,1407.20796585083
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,2.8359375,-2.8359375,0,False,2.8,3430.328130722046
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,2.8359375,-9.92578125,0,True,0,2277.662992477417
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,13.84375,-12.11328125,0,False,13.8,2389.4479274749756
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,2.8359375,-4.962890625,0,True,0,1524.3799686431885
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,17.3046875,-30.283203125,0,True,0,2251.013994216919
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,2.8359375,-2.4814453125,0,False,2.8,1655.867099761963
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,17.3046875,-15.1416015625,0,False,-15.1,1327.2600173950195
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,2.8359375,-9.74853515625,0,True,0,1546.6420650482178
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,17.3046875,-59.48486328125,0,True,0,1717.8971767425537
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,2.8359375,-4.874267578125,0,True,0,2006.9680213928223
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,13.84375,-47.587890625,0,True,0,1370.723009109497
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,17.3046875,-29.742431640625,0,True,0,1412.4689102172852
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,13.84375,-23.7939453125,0,True,0,1391.0961151123047
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,17.3046875,-17.3046875,0,False,-17.3,4220.98708152771
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,2.8359375,-2.8359375,0,False,2.8,1034.919023513794
<bound method App.trialNo of <__main__.App object at 0x1023c3400>>,13.84375,-13.84375,0,False,13.8,1492.258071899414
