trial,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
80,14.46875,-14.46875,0,True,0,1287.8210544586182
<bound method App.trialNo of <__main__.App object at 0x1023d1fd0>>,10.6640625,-10.6640625,0,False,-10.7,2440.1822090148926
82,14.46875,-7.234375,0,True,0,2239.974021911621
<bound method App.trialNo of <__main__.App object at 0x1023d1fd0>>,7.234375,-4.74755859375,0,False,-4.7,3504.0080547332764
<bound method App.trialNo of <__main__.App object at 0x1023d1fd0>>,10.8515625,-3.052001953125,0,False,10.9,1332.7550888061523
85,10.8515625,-10.8515625,0,True,0,1111.4909648895264
<bound method App.trialNo of <__main__.App object at 0x1023d1fd0>>,7.234375,-7.234375,0,False,-7.2,3039.655923843384
<bound method App.trialNo of <__main__.App object at 0x1023d1fd0>>,14.46875,-3.6171875,0,False,14.5,1712.8989696502686
<bound method App.trialNo of <__main__.App object at 0x1023d1fd0>>,4.8671875,-6.38818359375,0,False,-6.4,4931.943893432617
89,14.46875,-5.42578125,0,True,0,2287.7471446990967
<bound method App.trialNo of <__main__.App object at 0x1023d1fd0>>,14.46875,-4.521484375,0,False,14.5,4096.17805480957
91,14.46875,-4.9736328125,0,True,0,1361.5360260009766
92,4.8671875,-7.148681640625,0,True,0,6371.518135070801
93,4.8671875,-4.8671875,0,True,0,5029.154062271118
94,14.46875,-14.46875,0,True,0,1971.5678691864014
