trial,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
63,5.4609375,-5.4609375,0,True,0,969.5658683776855
<bound method App.trialNo of <__main__.App object at 0x101be0da0>>,8.21875,-6.1640625,0,False,-6.2,3392.3990726470947
65,11.8359375,-11.8359375,0,True,0,1723.1860160827637
<bound method App.trialNo of <__main__.App object at 0x101be0da0>>,5.4609375,-2.73046875,0,False,5.5,1765.794038772583
67,3.0703125,-3.0703125,0,True,0,3195.2569484710693
68,8.21875,-7.19140625,0,True,0,2300.060033798218
<bound method App.trialNo of <__main__.App object at 0x101be0da0>>,5.4609375,-4.095703125,0,False,5.5,2150.9599685668945
70,5.359375,-18.7578125,0,True,0,1922.3370552062988
<bound method App.trialNo of <__main__.App object at 0x101be0da0>>,3.0703125,-1.53515625,0,False,3.1,2073.577880859375
72,5.359375,-12.05859375,0,True,0,1908.6220264434814
<bound method App.trialNo of <__main__.App object at 0x101be0da0>>,11.8359375,-5.91796875,0,False,11.8,8403.739929199219
74,5.359375,-8.708984375,0,True,0,1702.855110168457
<bound method App.trialNo of <__main__.App object at 0x101be0da0>>,3.0703125,-2.302734375,0,False,3.1,1959.6030712127686
76,5.359375,-7.0341796875,0,True,0,2224.3950366973877
77,5.4609375,-4.7783203125,0,True,0,4572.319984436035
78,5.359375,-6.19677734375,0,True,0,1592.1070575714111
79,8.21875,-6.677734375,0,True,0,2686.0921382904053
80,5.359375,-5.359375,0,True,0,2062.1728897094727
<bound method App.trialNo of <__main__.App object at 0x101be0da0>>,5.4609375,-4.43701171875,0,False,-4.4,4999.637842178345
82,11.8359375,-8.876953125,0,True,0,2265.6688690185547
83,11.8359375,-7.3974609375,0,True,0,1545.2890396118164
84,11.8359375,-6.65771484375,0,True,0,2009.1850757598877
85,8.21875,-6.4208984375,0,True,0,3555.785894393921
86,11.8359375,-6.287841796875,0,True,0,1627.046823501587
<bound method App.trialNo of <__main__.App object at 0x101be0da0>>,5.4609375,-4.607666015625,0,False,5.5,4783.513069152832
88,11.8359375,-11.8359375,0,True,0,1512.113094329834
89,5.4609375,-5.4609375,0,True,0,1415.60697555542
<bound method App.trialNo of <__main__.App object at 0x101be0da0>>,3.0703125,-2.6865234375,0,False,3.1,2574.483871459961
<bound method App.trialNo of <__main__.App object at 0x101be0da0>>,3.0703125,-2.87841796875,0,False,-2.9,1303.1911849975586
<bound method App.trialNo of <__main__.App object at 0x101be0da0>>,3.0703125,-2.974365234375,0,False,-3.0,1250.622034072876
<bound method App.trialNo of <__main__.App object at 0x101be0da0>>,3.0703125,-3.0703125,0,False,3.1,2359.8029613494873
94,8.21875,-8.21875,0,True,0,1639.2431259155273
