trial,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
45,5,30,24.53125,True,24.5,1500.905990600586
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,-4,-24,-9.3125,False,-4,2378.329038619995
47,-2,-12,-4.5,True,-4.5,7776.079177856445
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,-2,-12,-5.75,False,-12,2458.550214767456
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,-2,-12,-5.125,False,-12,2316.093921661377
50,5,30,24.140625,True,24.1,2494.795083999634
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,-1,-6,-3.1875,False,-1,3049.2098331451416
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,1,6,2.875,False,1,1544.5330142974854
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,1,6,3.1875,False,6,1794.5530414581299
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,-2,-12,-4.8125,False,-2,2532.6550006866455
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,-2,-12,-4.65625,False,-2,1125.0801086425781
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,1,6,3.34375,False,6,3061.3629817962646
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,-1,-6,-3.03125,False,-1,12674.981117248535
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,-1,-6,-2.953125,False,-1,3158.3428382873535
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,1,6,3.421875,False,1,1982.8410148620605
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,24.3359375,-24.3359375,0,False,-24.3,4596.436977386475
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,3.3828125,-3.3828125,0,False,-3.4,2568.887948989868
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,7.234375,-7.234375,0,False,-7.2,2642.4901485443115
63,24.3359375,-85.17578125,0,True,0,2061.306953430176
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,12.0234375,-12.0234375,0,False,12.0,3645.4918384552
65,12.0234375,-42.08203125,0,True,0,2804.4049739837646
66,13.53125,-13.53125,0,True,0,1518.8710689544678
67,12.0234375,-27.052734375,0,True,0,1649.9850749969482
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,13.53125,-6.765625,0,False,-6.8,1814.7377967834473
69,7.234375,-25.3203125,0,True,0,1840.069055557251
70,7.234375,-16.27734375,0,True,0,2842.151880264282
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,7.234375,-11.755859375,0,False,-11.8,1848.9558696746826
72,7.234375,-14.0166015625,0,True,0,1543.781042098999
73,24.3359375,-54.755859375,0,True,0,2017.874002456665
74,3.3828125,-11.83984375,0,True,0,1480.0808429718018
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,13.53125,-10.1484375,0,False,13.5,2909.1451168060303
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,13.53125,-11.83984375,0,False,-11.8,1567.9361820220947
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,7.234375,-12.88623046875,0,False,-12.9,2058.37082862854
78,3.3828125,-7.611328125,0,True,0,3212.876081466675
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,3.3828125,-5.4970703125,0,False,3.4,2176.9161224365234
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,12.0234375,-19.5380859375,0,False,-19.5,1853.4109592437744
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,7.234375,-7.234375,0,False,7.2,1039.551019668579
82,3.3828125,-6.55419921875,0,True,0,3268.7180042266846
83,12.0234375,-23.29541015625,0,True,0,1555.2029609680176
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,24.3359375,-39.5458984375,0,False,24.3,4692.775011062622
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,12.0234375,-21.416748046875,0,False,-21.4,3162.785053253174
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,13.53125,-12.685546875,0,False,-12.7,2038.106918334961
87,3.3828125,-6.025634765625,0,True,0,2405.4551124572754
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,12.0234375,-12.0234375,0,False,-12.0,1683.9549541473389
89,24.3359375,-47.15087890625,0,True,0,8212.393045425415
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,3.3828125,-3.3828125,0,False,-3.4,1387.5670433044434
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,13.53125,-13.1083984375,0,False,13.5,1853.04594039917
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,24.3359375,-43.348388671875,0,False,24.3,5609.879970550537
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,13.53125,-13.53125,0,False,13.5,1777.6811122894287
<bound method App.trialNo of <__main__.App object at 0x1023d1e10>>,24.3359375,-24.3359375,0,False,-24.3,989.1941547393799
