trial,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,-3,-18,-11.90625,False,-3,36218.46890449524
28,4,24,10.25,True,10.2,2065.077066421509
29,3,18,7.6875,True,7.7,4849.458932876587
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,1,6,2.875,False,1,3147.139072418213
31,4,24,9.625,True,9.6,3021.7230319976807
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,4,24,9.3125,False,24,4152.492046356201
33,3,18,7.21875,True,7.2,4698.009014129639
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,1,6,3.1875,False,6,2005.5320262908936
35,-4,-24,-16.5,True,-16.5,2051.0849952697754
36,-5,-30,-16.71875,True,-16.7,3161.518096923828
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,-4,-24,-17.75,False,-4,8669.253826141357
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,-4,-24,-17.125,False,-24,6077.445983886719
39,1,6,3.34375,True,3.3,1592.7679538726807
40,3,18,6.984375,True,7.0,3734.663963317871
41,-1,-6,-4.75,True,-4.8,4623.694181442261
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,5,30,8.125,False,5,4981.056928634644
43,-5,-30,-17.109375,True,-17.1,5822.279930114746
44,-4,-24,-16.8125,True,-16.8,17435.266971588135
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,-3,-18,-11.671875,False,-18,3794.3990230560303
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,-1,-6,-5.375,False,-1,2212.367057800293
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,-1,-6,-5.0625,False,-6,2582.930088043213
48,2,12,5.75,True,5.8,2183.6907863616943
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,-2,-12,-7.9375,False,-2,1877.2380352020264
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,-1,-6,-4.90625,False,-6,1764.7509574890137
51,2,12,5.125,True,5.1,960.14404296875
52,1,6,3.265625,True,3.3,1170.335054397583
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,-2,-12,-7.78125,False,-2,3776.9739627838135
54,-1,-6,-4.828125,True,-4.8,4407.8369140625
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,2,12,4.8125,False,12,2498.729944229126
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,5,30,9.6875,False,30,3758.098840713501
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,5,30,10.46875,False,30,2877.568006515503
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,2,12,4.96875,False,2,3155.7581424713135
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,5,30,10.859375,False,30,2081.0940265655518
60,7.1015625,-7.1015625,0,True,0,4151.558876037598
61,4.890625,-4.890625,0,True,0,2356.3148975372314
62,9.46875,-9.46875,0,True,0,1170.3071594238281
63,3.3046875,-3.3046875,0,True,0,899.8091220855713
64,10.6640625,-10.6640625,0,True,0,907.1300029754639
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,4.890625,-2.4453125,0,False,4.9,3695.164918899536
66,4.890625,-3.66796875,0,True,0,1736.922025680542
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,7.1015625,-3.55078125,0,False,-3.6,1797.363042831421
68,3.3046875,-1.65234375,0,True,0,3157.8588485717773
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,3.3046875,-0.826171875,0,False,-0.8,1370.9168434143066
70,4.890625,-3.056640625,0,True,0,1012.5551223754883
71,9.46875,-4.734375,0,True,0,3129.5199394226074
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,9.46875,-2.3671875,0,False,9.5,1320.0080394744873
73,3.3046875,-1.2392578125,0,True,0,2697.784900665283
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,3.3046875,-1.03271484375,0,False,3.3,2313.720226287842
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,3.3046875,-1.135986328125,0,False,3.3,908.3330631256104
76,3.3046875,-3.3046875,0,True,0,1400.5708694458008
77,7.1015625,-5.326171875,0,True,0,2247.8630542755127
78,7.1015625,-4.4384765625,0,True,0,2480.923891067505
79,4.890625,-2.7509765625,0,True,0,2536.8359088897705
80,10.6640625,-5.33203125,0,True,0,1747.7149963378906
81,7.1015625,-3.99462890625,0,True,0,1981.9469451904297
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,10.6640625,-2.666015625,0,False,-2.7,1246.0708618164062
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,10.6640625,-3.9990234375,0,False,10.7,2210.1311683654785
84,9.46875,-3.55078125,0,True,0,5345.615863800049
85,4.890625,-2.59814453125,0,True,0,1049.241065979004
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,10.6640625,-4.66552734375,0,False,-4.7,7634.7761154174805
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,9.46875,-2.958984375,0,False,9.5,1916.5289402008057
88,10.6640625,-4.998779296875,0,True,0,3136.8138790130615
<bound method App.trialNo of <__main__.App object at 0x1023e0f98>>,9.46875,-3.2548828125,0,False,9.5,2992.473840713501
90,9.46875,-9.46875,0,True,0,1055.6550025939941
91,4.890625,-4.890625,0,True,0,1506.1850547790527
92,7.1015625,-3.772705078125,0,True,0,1637.678861618042
93,10.6640625,-10.6640625,0,True,0,1374.6800422668457
94,7.1015625,-7.1015625,0,True,0,810.3890419006348
