trial,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,1,6,3.5,False,1,13871.360063552856
1,3,18,10.5,True,10.5,8301.299810409546
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,5,30,17.5,False,5,4267.676115036011
3,-4,-24,-14.0,True,-14.0,8836.07006072998
4,2,12,7.0,True,7.0,2722.421169281006
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-3,-18,-10.5,False,-3,6946.9969272613525
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-4,-24,-19.0,False,-4,7501.744031906128
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,4,24,14.0,False,4,10524.494171142578
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,3,18,6.75,False,3,7738.147974014282
9,-1,-6,-3.5,True,-3.5,3782.8099727630615
10,2,12,4.5,True,4.5,3042.633056640625
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,2,12,3.25,False,2,3861.678123474121
12,-3,-18,-6.75,True,-6.8,4369.5080280303955
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-1,-6,-4.75,False,-1,4805.670976638794
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,2,12,3.875,False,12,4573.744058609009
15,4,24,19.0,True,19.0,1770.2300548553467
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,2,12,4.1875,False,2,3217.6389694213867
17,1,6,4.75,True,4.8,1718.155860900879
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-4,-24,-16.5,False,-4,5233.180999755859
19,-5,-30,-17.5,True,-17.5,3532.233953475952
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,2,12,4.34375,False,2,5177.49810218811
21,-1,-6,-4.125,True,-4.1,6265.042781829834
22,-2,-12,-7.0,True,-7.0,3026.981830596924
23,4,24,16.5,True,16.5,5791.536092758179
24,5,30,23.75,True,23.8,2195.639133453369
25,4,24,15.25,True,15.2,2122.1940517425537
26,4,24,14.625,True,14.6,2499.96018409729
27,5,30,20.625,True,20.6,2240.710973739624
28,5,30,19.0625,True,19.1,2390.613079071045
29,-3,-18,-8.625,True,-8.6,4109.156847000122
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-2,-12,-9.5,False,-2,2088.70792388916
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-5,-30,-23.75,False,-5,4060.331106185913
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-1,-6,-4.4375,False,-6,4311.577081680298
33,1,6,4.125,True,4.1,3737.078905105591
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-5,-30,-20.625,False,-5,5803.564071655273
35,3,18,8.625,True,8.6,4317.373037338257
36,4,24,14.3125,True,14.3,6563.889980316162
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,3,18,7.6875,False,18,5640.228986740112
38,5,30,18.28125,True,18.3,3521.3000774383545
39,5,30,17.890625,True,17.9,2688.1260871887207
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-4,-24,-15.25,False,-24,3523.754835128784
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,1,6,3.8125,False,1,2769.343137741089
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,3,18,8.15625,False,3,3060.070037841797
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-2,-12,-8.25,False,-2,3560.360908508301
44,-1,-6,-4.28125,True,-4.3,2418.534994125366
45,1,6,3.96875,True,4.0,2452.21209526062
46,-4,-24,-14.625,True,-14.6,2733.2890033721924
47,-3,-18,-9.5625,True,-9.6,2402.245044708252
48,-4,-24,-14.9375,True,-14.9,2279.144048690796
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-1,-6,-4.359375,False,-1,3742.656946182251
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-2,-12,-7.625,False,-2,3766.6358947753906
51,3,18,8.390625,True,8.4,3111.7258071899414
52,-5,-30,-19.0625,True,-19.1,3357.311964035034
53,-3,-18,-10.03125,True,-10.0,2486.191987991333
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-3,-18,-10.265625,False,-18,4486.3080978393555
55,-2,-12,-7.3125,True,-7.3,2596.590995788574
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-2,-12,-7.46875,False,-12,5473.489046096802
57,1,6,3.890625,True,3.9,3152.0678997039795
58,-5,-30,-19.84375,True,-19.8,3045.818090438843
59,-5,-30,-20.234375,True,-20.2,3268.970012664795
60,18.0859375,-18.0859375,0,True,0,6143.424987792969
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,3.9296875,-3.9296875,0,False,3.9,2431.040048599243
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,8.2734375,-8.2734375,0,False,8.3,4184.883117675781
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,4.265625,-4.265625,0,False,-4.3,2288.306951522827
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,18.0859375,-9.04296875,0,False,-9.0,3987.7610206604004
65,18.0859375,-13.564453125,0,True,0,1883.1429481506348
66,18.0859375,-11.3037109375,0,True,0,3435.379981994629
67,3.9296875,-13.75390625,0,True,0,3037.0099544525146
68,14.46875,-14.46875,0,True,0,2971.9951152801514
69,4.265625,-14.9296875,0,True,0,3247.728109359741
70,4.265625,-9.59765625,0,True,0,2438.4591579437256
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,14.46875,-7.234375,0,False,-7.2,3474.698781967163
72,4.265625,-6.931640625,0,True,0,5230.309963226318
73,3.9296875,-8.841796875,0,True,0,2781.2390327453613
74,3.9296875,-6.3857421875,0,True,0,3243.964910507202
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,4.265625,-5.5986328125,0,False,4.3,2861.4490032196045
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,14.46875,-10.8515625,0,False,14.5,3255.7079792022705
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,3.9296875,-5.15771484375,0,False,3.9,3663.6178493499756
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,4.265625,-6.26513671875,0,False,4.3,2365.8359050750732
79,18.0859375,-10.17333984375,0,True,0,2217.144012451172
80,14.46875,-12.66015625,0,True,0,2780.622959136963
81,14.46875,-11.755859375,0,True,0,2279.927968978882
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,18.0859375,-9.608154296875,0,False,-9.6,2656.2581062316895
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,4.265625,-4.265625,0,False,4.3,3332.557201385498
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,3.9296875,-5.771728515625,0,False,3.9,5274.617910385132
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,3.9296875,-3.9296875,0,False,3.9,1464.6329879760742
86,8.2734375,-28.95703125,0,True,0,1729.3729782104492
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,14.46875,-11.3037109375,0,False,14.5,2909.6879959106445
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,14.46875,-14.46875,0,False,14.5,2789.6978855133057
89,18.0859375,-18.0859375,0,True,0,4551.053047180176
90,8.2734375,-18.615234375,0,True,0,2060.576915740967
91,8.2734375,-13.4443359375,0,True,0,1716.0310745239258
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,8.2734375,-10.85888671875,0,False,8.3,4700.851917266846
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,8.2734375,-12.151611328125,0,False,-12.2,2484.8501682281494
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,8.2734375,-8.2734375,0,False,8.3,1730.0999164581299
