trial,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
<bound method App.trialNo of <__main__.App object at 0x102bd1fd0>>,3.0703125,-3.0703125,0,False,-3.1,1213.78493309021
66,13.21875,-46.265625,0,True,0,1209.259033203125
67,13.21875,-29.7421875,0,True,0,1036.6411209106445
68,3.0703125,-10.74609375,0,True,0,1191.2810802459717
<bound method App.trialNo of <__main__.App object at 0x102bd1fd0>>,5.515625,-5.515625,0,False,5.5,1191.633939743042
70,13.3984375,-17.58544921875,0,True,0,3481.1251163482666
71,5.515625,-19.3046875,0,True,0,1802.565097808838
72,13.3984375,-15.491943359375,0,True,0,4902.321100234985
73,13.21875,-21.48046875,0,True,0,1044.2869663238525
<bound method App.trialNo of <__main__.App object at 0x102bd1fd0>>,12.0234375,-12.0234375,0,False,12.0,1702.9759883880615
75,13.21875,-17.349609375,0,True,0,3080.7220935821533
76,3.0703125,-6.908203125,0,True,0,1568.1250095367432
77,5.515625,-12.41015625,0,True,0,1795.362949371338
78,12.0234375,-42.08203125,0,True,0,1443.9988136291504
79,12.0234375,-27.052734375,0,True,0,1220.8960056304932
80,5.515625,-8.962890625,0,True,0,1723.8240242004395
<bound method App.trialNo of <__main__.App object at 0x102bd1fd0>>,5.515625,-7.2392578125,0,False,-7.2,3219.4058895111084
<bound method App.trialNo of <__main__.App object at 0x102bd1fd0>>,13.3984375,-13.3984375,0,False,13.4,1201.2319564819336
83,12.0234375,-19.5380859375,0,True,0,1834.601879119873
84,12.0234375,-15.78076171875,0,True,0,2037.8189086914062
85,13.21875,-15.2841796875,0,True,0,3542.4530506134033
<bound method App.trialNo of <__main__.App object at 0x102bd1fd0>>,12.0234375,-13.902099609375,0,False,12.0,1300.508975982666
87,5.515625,-8.10107421875,0,True,0,1482.1150302886963
<bound method App.trialNo of <__main__.App object at 0x102bd1fd0>>,5.515625,-5.515625,0,False,5.5,1247.1590042114258
<bound method App.trialNo of <__main__.App object at 0x102bd1fd0>>,12.0234375,-12.0234375,0,False,-12.0,1137.7480030059814
<bound method App.trialNo of <__main__.App object at 0x102bd1fd0>>,13.21875,-13.21875,0,False,13.2,1337.8589153289795
91,3.0703125,-4.9892578125,0,True,0,1491.6768074035645
<bound method App.trialNo of <__main__.App object at 0x102bd1fd0>>,3.0703125,-4.02978515625,0,False,-4.0,1176.5639781951904
<bound method App.trialNo of <__main__.App object at 0x102bd1fd0>>,3.0703125,-4.509521484375,0,False,-4.5,1173.3529567718506
<bound method App.trialNo of <__main__.App object at 0x102bd1fd0>>,3.0703125,-3.0703125,0,False,3.1,998.546838760376
