trail No,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,2,12,7.78125,True,7.8,2384.603977203369
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,-2,-12,-2.625,True,-2.6,2420.4890727996826
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,-4,-24,-9.0,False,-4,4752.470970153809
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,3,18,5.109375,True,5.1,3162.964105606079
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,4,24,14.625,True,14.6,1440.2000904083252
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,-4,-24,-16.5,False,-24,4203.177928924561
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,4,24,9.3125,True,9.3,2438.264846801758
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,5,30,19.0625,True,19.1,1177.048921585083
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,-2,-12,-2.3125,True,-2.3,1569.6051120758057
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,-4,-24,-20.25,False,-4,2266.5839195251465
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,5,30,12.03125,True,12.0,1924.4320392608643
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,-4,-24,-22.125,False,-24,1774.8939990997314
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,5,30,8.515625,True,8.5,5346.502065658569
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,-2,-12,-2.15625,True,-2.2,1697.7198123931885
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,-4,-24,-23.0625,False,-24,1734.699010848999
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,5.875,-5.875,0,False,-5.9,6081.498146057129
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,14.375,-14.375,0,False,14.4,5697.155952453613
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,1.5859375,-1.5859375,0,False,-1.6,2275.7461071014404
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,1.5859375,-5.55078125,0,True,0,6116.513013839722
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,6.6875,-6.6875,0,True,0,5975.445985794067
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,14.375,-50.3125,0,True,0,1641.775131225586
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,14.375,-25.15625,0,True,0,1586.8949890136719
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,1.5859375,-2.775390625,0,True,0,1742.013931274414
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,5.875,-20.5625,0,True,0,1651.4630317687988
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,1.5859375,-1.3876953125,0,False,-1.4,2291.4490699768066
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,6.6875,-3.34375,0,False,-3.3,2816.5547847747803
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,14.375,-12.578125,0,True,0,2008.1210136413574
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,6.6875,-21.734375,0,True,0,1583.1451416015625
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,14.375,-6.2890625,0,False,-6.3,4093.5261249542236
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,5.875,-10.28125,0,True,0,2007.3931217193604
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,1.5859375,-5.45166015625,0,True,0,1713.8841152191162
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,5.875,-5.140625,0,True,0,3736.8619441986084
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,8.15625,-8.15625,0,True,0,3508.9619159698486
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,5.875,-2.5703125,0,False,5.9,1867.2831058502197
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,5.875,-18.91015625,0,True,0,1336.4369869232178
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,14.375,-46.26953125,0,True,0,1568.0758953094482
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,6.6875,-10.8671875,0,True,0,1132.066011428833
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,1.5859375,-2.725830078125,0,True,0,1814.073085784912
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,5.875,-5.875,0,True,0,1803.5399913787842
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,1.5859375,-1.5859375,0,True,0,2144.566059112549
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,6.6875,-5.43359375,0,True,0,2968.7840938568115
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,14.375,-14.375,0,True,0,2218.2300090789795
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,6.6875,-2.716796875,0,False,-2.7,1352.9701232910156
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,8.15625,-4.078125,0,True,0,1811.8958473205566
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,6.6875,-6.6875,0,True,0,1027.480125427246
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,8.15625,-2.0390625,0,True,0,1075.1328468322754
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,8.15625,-1.01953125,0,False,8.2,1693.2599544525146
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,8.15625,-24.978515625,0,True,0,1020.6170082092285
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,8.15625,-12.4892578125,0,True,0,1467.2510623931885
<bound method App.trialNo of <__main__.App object at 0x1023c3390>>,8.15625,-8.15625,0,True,0,1220.7858562469482
