trail No,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,10.265625,-10.265625,0,True,0,2072.920799255371
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,3.9296875,-3.9296875,0,False,3.9,1404.0250778198242
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,8.21875,-8.21875,0,True,0,1089.3909931182861
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,8.21875,-4.109375,0,True,0,1459.6309661865234
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,9.6875,-4.84375,0,False,9.7,2368.1631088256836
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,8.21875,-2.0546875,0,False,8.2,1639.0049457550049
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,10.265625,-5.1328125,0,False,-5.1,1514.1379833221436
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,10.265625,-33.36328125,0,True,0,3079.6360969543457
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,8.21875,-25.68359375,0,True,0,1664.355993270874
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,5.4375,-19.03125,0,True,0,1328.6490440368652
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,8.21875,-12.841796875,0,True,0,1642.8720951080322
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,5.4375,-9.515625,0,True,0,1526.582956314087
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,5.4375,-4.7578125,0,False,5.4,3974.940061569214
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,5.4375,-18.69140625,0,True,0,2024.3067741394043
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,8.21875,-6.4208984375,0,True,0,3240.290880203247
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,5.4375,-9.345703125,0,True,0,1981.4479351043701
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,8.21875,-8.21875,0,True,0,2238.5830879211426
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,9.6875,-31.484375,0,True,0,1600.01802444458
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,10.265625,-16.681640625,0,True,0,1678.692102432251
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,5.4375,-5.4375,0,True,0,1616.6949272155762
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,9.6875,-15.7421875,0,True,0,1462.9549980163574
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,10.265625,-8.3408203125,0,True,0,2068.7179565429688
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,9.6875,-7.87109375,0,True,0,2958.7202072143555
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,3.9296875,-13.75390625,0,True,0,1883.9569091796875
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,9.6875,-3.935546875,0,False,9.7,1255.0878524780273
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,3.9296875,-6.876953125,0,False,-6.9,2092.4549102783203
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,10.265625,-4.17041015625,0,False,-4.2,1492.4700260162354
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,9.6875,-9.6875,0,True,0,1145.1640129089355
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,3.9296875,-15.2275390625,0,True,0,1130.6231021881104
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,10.265625,-10.265625,0,True,0,1282.0830345153809
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,3.9296875,-7.61376953125,0,True,0,4546.417951583862
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,3.9296875,-3.806884765625,0,False,3.9,6304.426908493042
<bound method App.trialNo of <__main__.App object at 0x1023c3358>>,3.9296875,-3.9296875,0,False,3.9,1555.7100772857666
