trial,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,5,30,9.6875,False,5,1431.17094039917
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-4,-24,-15.25,False,-4,1882.9898834228516
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-4,-24,-14.625,False,-4,1093.1849479675293
51,-2,-12,-5.90625,True,-5.9,1501.0359287261963
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,2,12,5.4375,False,2,2365.601062774658
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,5,30,10.46875,False,30,1953.7689685821533
54,2,12,5.59375,True,5.6,1271.6069221496582
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,-4,-24,-14.3125,False,-4,1968.189001083374
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,3,18,7.6875,False,3,1966.742992401123
57,5,30,10.859375,True,10.9,1942.8870677947998
58,3,18,8.15625,True,8.2,1748.5840320587158
59,3,18,7.921875,True,7.9,2142.000198364258
60,10.6640625,-10.6640625,0,True,0,2686.260938644409
61,14.46875,-14.46875,0,True,0,1469.3758487701416
62,5.515625,-5.515625,0,True,0,2051.5849590301514
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,8.0390625,-8.0390625,0,False,8.0,1433.4700107574463
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,14.46875,-7.234375,0,False,14.5,2785.0019931793213
65,5.515625,-2.7578125,0,True,0,2535.5780124664307
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,5.515625,-1.37890625,0,False,-1.4,1339.359998703003
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,5.515625,-2.068359375,0,False,-2.1,1862.0829582214355
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,5.515625,-2.4130859375,0,False,-2.4,1420.1679229736328
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,10.6640625,-5.33203125,0,False,-5.3,1549.638032913208
70,8.0390625,-28.13671875,0,True,0,1386.8110179901123
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,10.6640625,-7.998046875,0,False,-8.0,1143.9380645751953
72,4.8671875,-4.8671875,0,True,0,1353.41215133667
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,5.515625,-2.58544921875,0,False,-2.6,1326.9381523132324
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,4.8671875,-2.43359375,0,False,-2.4,1262.3710632324219
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,14.46875,-10.8515625,0,False,14.5,1294.8830127716064
76,8.0390625,-18.087890625,0,True,0,1559.6339702606201
77,10.6640625,-9.3310546875,0,True,0,1439.1140937805176
78,10.6640625,-8.66455078125,0,True,0,1400.2630710601807
79,8.0390625,-13.0634765625,0,True,0,1445.6560611724854
80,14.46875,-12.66015625,0,True,0,1907.999038696289
81,8.0390625,-10.55126953125,0,True,0,1228.1651496887207
82,5.515625,-5.515625,0,True,0,1348.491907119751
83,14.46875,-11.755859375,0,True,0,3326.7149925231934
84,10.6640625,-8.331298828125,0,True,0,1039.0491485595703
85,10.6640625,-10.6640625,0,True,0,1029.5219421386719
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,14.46875,-11.3037109375,0,False,14.5,2530.6789875030518
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,4.8671875,-3.650390625,0,False,-3.7,1644.8328495025635
88,14.46875,-14.46875,0,True,0,1348.2489585876465
89,8.0390625,-9.295166015625,0,True,0,887.4671459197998
90,8.0390625,-8.0390625,0,True,0,840.6071662902832
91,4.8671875,-4.2587890625,0,True,0,1797.3079681396484
92,4.8671875,-3.95458984375,0,True,0,1453.3250331878662
<bound method App.trialNo of <__main__.App object at 0x1023d1f98>>,4.8671875,-3.802490234375,0,False,4.9,1186.2518787384033
94,4.8671875,-4.8671875,0,True,0,1566.9419765472412
