trail No,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,2.5234375,-11.907470703125,0,True,0,1179.48317527771
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,9.421875,-32.09326171875,0,True,0,1464.8082256317139
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,10.3828125,-17.845458984375,0,True,0,1183.8188171386719
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,14.15625,-23.00390625,0,True,0,1244.5659637451172
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,9.421875,-9.421875,0,False,9.4,1228.3110618591309
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,2.5234375,-2.5234375,0,False,2.5,1838.041067123413
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,14.15625,-11.501953125,0,False,14.2,1172.879934310913
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,10.3828125,-10.3828125,0,False,10.4,1475.600004196167
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,17.6953125,-14.37744140625,0,False,17.7,2603.3689975738525
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,14.15625,-48.2197265625,0,True,0,1563.6520385742188
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,14.15625,-14.15625,0,False,14.2,1440.2329921722412
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,17.6953125,-60.274658203125,0,True,0,1276.4930725097656
<bound method App.trialNo of <__main__.App object at 0x1023c32e8>>,17.6953125,-17.6953125,0,False,-17.7,1154.2160511016846
