trail No,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,3.171875,-2.47802734375,0,True,0,939.5568370819092
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,6.1640625,-19.2626953125,0,True,0,1887.6619338989258
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,11.34375,-4.6083984375,0,True,0,3272.012948989868
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,11.34375,-11.34375,0,True,0,1645.40696144104
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,10.2734375,-2.568359375,0,False,10.3,1963.9530181884766
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,10.2734375,-32.1044921875,0,True,0,1806.6790103912354
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,2.8359375,-0.3544921875,0,False,-0.4,2705.4450511932373
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,6.1640625,-9.63134765625,0,True,0,1401.857852935791
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,6.1640625,-4.815673828125,0,True,0,1442.9070949554443
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,10.2734375,-16.05224609375,0,True,0,1831.4590454101562
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,3.171875,-3.171875,0,True,0,1490.1270866394043
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,2.8359375,-8.68505859375,0,True,0,1530.102014541626
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,2.8359375,-4.342529296875,0,True,0,1367.4499988555908
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,10.2734375,-8.026123046875,0,True,0,1077.3661136627197
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,6.1640625,-6.1640625,0,True,0,1172.1069812774658
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,10.2734375,-10.2734375,0,True,0,1328.7091255187988
<bound method App.trialNo of <__main__.App object at 0x1013c33c8>>,2.8359375,-2.8359375,0,True,0,1400.8891582489014
