trial,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,-5,-30,-23.75,False,-5,3795.9370613098145
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,3,18,8.625,False,18,5012.382984161377
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,3,18,9.5625,False,18,5006.000995635986
33,-4,-24,-14.0,True,-14.0,3597.651958465576
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,-2,-12,-7.3125,False,-12,4305.233001708984
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,3,18,10.03125,False,3,6110.576152801514
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,-1,-6,-3.8125,False,-6,2228.814125061035
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,5,30,17.109375,False,5,3180.0150871276855
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,-2,-12,-7.15625,False,-2,2868.34716796875
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,-4,-24,-19.0,False,-4,4511.323928833008
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,1,6,3.03125,False,6,2959.3169689178467
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,4,24,12.75,False,24,3470.892906188965
42,1,6,3.109375,True,3.1,1719.243049621582
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,2,12,5.75,False,2,2320.350170135498
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,-5,-30,-20.625,False,-30,4637.015104293823
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,2,12,6.375,False,2,2206.125020980835
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,-1,-6,-3.65625,False,-6,1859.093189239502
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,-5,-30,-19.0625,False,-30,3168.5118675231934
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,-4,-24,-16.5,False,-4,8628.696918487549
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,2,12,6.6875,False,12,2148.2419967651367
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,3,18,10.265625,False,18,2700.387954711914
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,-5,-30,-18.28125,False,-5,2112.1017932891846
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,2,12,6.84375,False,2,1940.7320022583008
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,-4,-24,-15.25,False,-4,3645.426034927368
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,-4,-24,-14.625,False,-24,5456.466913223267
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,4,24,13.375,False,24,3045.459985733032
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,4,24,13.6875,False,4,7099.853992462158
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,-1,-6,-3.578125,False,-6,1512.0859146118164
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,-4,-24,-14.3125,False,-4,6650.360822677612
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,-5,-30,-17.890625,False,-30,2975.48508644104
60,13.53125,-13.53125,0,True,0,4706.170082092285
61,6.765625,-6.765625,0,True,0,4086.3311290740967
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,13.53125,-6.765625,0,False,-6.8,1763.7999057769775
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,13.53125,-10.1484375,0,False,-10.1,1547.123908996582
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,16.9140625,-16.9140625,0,False,16.9,2255.0570964813232
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,10.1484375,-10.1484375,0,False,-10.1,1292.7000522613525
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,13.53125,-11.83984375,0,False,13.5,1042.5748825073242
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,13.53125,-12.685546875,0,False,-12.7,982.4771881103516
68,16.9140625,-59.19921875,0,True,0,1753.5700798034668
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,13.53125,-13.1083984375,0,False,13.5,1598.4249114990234
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,6.765625,-3.3828125,0,False,6.8,1521.2271213531494
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,6.765625,-5.07421875,0,False,-5.1,1197.3838806152344
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,6.765625,-5.919921875,0,False,6.8,1840.9559726715088
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,13.53125,-13.53125,0,False,13.5,4306.8060874938965
74,16.9140625,-38.056640625,0,True,0,1359.6680164337158
75,16.9140625,-27.4853515625,0,True,0,1241.703987121582
76,16.9140625,-22.19970703125,0,True,0,1406.9881439208984
77,3.0703125,-3.0703125,0,True,0,1516.273021697998
78,10.1484375,-35.51953125,0,True,0,1649.4951248168945
79,16.9140625,-19.556884765625,0,True,0,1384.9449157714844
80,16.9140625,-16.9140625,0,True,0,3770.3261375427246
81,10.1484375,-22.833984375,0,True,0,1975.5189418792725
82,10.1484375,-16.4912109375,0,True,0,1285.6950759887695
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,3.0703125,-1.53515625,0,False,3.1,1427.8860092163086
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,6.765625,-6.3427734375,0,False,6.8,1304.581880569458
85,10.1484375,-13.31982421875,0,True,0,1516.0801410675049
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,6.765625,-6.55419921875,0,False,6.8,1374.8910427093506
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,6.765625,-6.765625,0,False,6.8,1476.2489795684814
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,3.0703125,-2.302734375,0,False,3.1,1176.0919094085693
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,3.0703125,-2.6865234375,0,False,3.1,1278.6431312561035
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,3.0703125,-2.87841796875,0,False,-2.9,847.4240303039551
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,3.0703125,-2.974365234375,0,False,-3.0,1472.3289012908936
92,10.1484375,-11.734130859375,0,True,0,1416.304111480713
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,3.0703125,-3.0703125,0,False,-3.1,1852.1111011505127
<bound method App.trialNo of <__main__.App object at 0x1023d1da0>>,10.1484375,-10.1484375,0,False,-10.1,3840.604066848755
