trail No,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,22.96875,-40.1953125,0,False,23.0,3312.062978744507
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,22.96875,-89.00390625,0,True,0,1911.4689826965332
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,22.96875,-44.501953125,0,True,0,2032.8071117401123
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,4.9453125,-23.490234375,0,True,0,1951.4679908752441
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,4.9453125,-11.7451171875,0,False,-11.7,2102.733850479126
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,22.96875,-22.2509765625,0,True,0,3591.3820266723633
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,22.96875,-22.96875,0,True,0,2234.5681190490723
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,4.9453125,-20.70849609375,0,True,0,2480.2420139312744
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,6.375,-3.1875,0,False,6.4,2069.5748329162598
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,6.375,-20.71875,0,True,0,1301.7339706420898
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,17.125,-4.28125,0,False,17.1,3731.5218448638916
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,17.125,-53.515625,0,True,0,1827.6560306549072
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,4.9453125,-10.354248046875,0,True,0,1678.6558628082275
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,10.96875,-10.96875,0,True,0,2438.632011413574
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,6.375,-10.359375,0,False,-10.4,2672.710180282593
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,4.9453125,-4.9453125,0,True,0,1838.702917098999
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,17.125,-26.7578125,0,True,0,1983.9520454406738
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,17.125,-13.37890625,0,False,17.1,3102.8189659118652
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,17.125,-17.125,0,True,0,10008.883953094482
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,6.375,-24.3046875,0,True,0,3269.674062728882
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,6.375,-12.15234375,0,True,0,2039.262056350708
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,6.375,-6.375,0,True,0,1092.1669006347656
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,10.96875,-5.484375,0,False,-5.5,1852.342128753662
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,10.96875,-35.6484375,0,True,0,3381.6840648651123
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,10.96875,-17.82421875,0,True,0,1461.7969989776611
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,10.96875,-8.912109375,0,False,-8.9,2290.0328636169434
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,10.96875,-37.3623046875,0,True,0,3010.4520320892334
<bound method App.trialNo of <__main__.App object at 0x102bc32b0>>,10.96875,-10.96875,0,False,11.0,2163.996934890747
