trial,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
1,0.24,-23.67,0,True,0,5796.606063842773
2,23.02,-18.92,0,True,0,3672.8408336639404
3,20.17,-18.92,0,True,0,2555.2709102630615
4,8.78,-16.55,0,True,0,4269.842863082886
5,11.63,-14.17,0,True,0,2417.158842086792
6,28.71,-23.67,0,True,0,5372.114896774292
7,0.24,-11.8,0,True,0,2091.017961502075
8,5.94,-14.17,0,True,0,1723.973035812378
9,17.32,-23.67,0,True,0,2667.909860610962
10,8.78,-9.43,0,False,-9.43,6177.462100982666
11,11.63,-4.68,0,False,-4.68,2832.7760696411133
12,0.24,-2.3,0,True,0,3850.2869606018066
13,5.94,-18.92,0,True,0,2333.1260681152344
14,11.63,-21.29,0,True,0,3993.50905418396
15,23.02,-2.3,0,False,23.02,2122.680902481079
16,0.24,-4.68,0,True,0,2930.417060852051
17,3.09,-14.17,0,True,0,3099.1151332855225
18,0.24,-16.55,0,True,0,1424.2379665374756
19,5.94,-16.55,0,True,0,2016.8609619140625
20,5.94,-7.05,0,True,0,4397.60684967041
21,0.24,-9.43,0,True,0,1173.1820106506348
22,17.32,-18.92,0,False,17.32,2290.9610271453857
23,14.48,-2.3,0,False,-2.3,1585.0229263305664
24,25.86,-21.29,0,False,25.86,1649.7528553009033
25,17.32,-16.55,0,True,0,1974.8940467834473
26,23.02,-21.29,0,True,0,10532.23705291748
27,8.78,-21.29,0,True,0,1768.4149742126465
28,28.71,-2.3,0,False,28.71,1262.786865234375
29,5.94,-9.43,0,True,0,10053.789138793945
30,5.94,-11.8,0,True,0,1698.0869770050049
31,14.48,-26.04,0,True,0,2030.7910442352295
32,28.71,-7.05,0,False,-7.05,1330.4660320281982
33,0.24,-26.04,0,True,0,1834.2671394348145
34,28.71,-21.29,0,False,28.71,3170.836925506592
35,28.71,-14.17,0,False,-14.17,1613.8348579406738
36,14.48,-16.55,0,True,0,2463.857889175415
37,3.09,-16.55,0,True,0,2168.6859130859375
38,20.17,-14.17,0,False,20.17,8891.387939453125
39,14.48,-9.43,0,False,14.48,3105.1998138427734
40,8.78,-11.8,0,True,0,2886.92307472229
41,17.32,-26.04,0,True,0,8831.261157989502
42,3.09,-18.92,0,True,0,1702.2221088409424
43,17.32,-9.43,0,False,-9.43,1702.8400897979736
44,11.63,-11.8,0,True,0,2351.548910140991
45,20.17,-23.67,0,True,0,1693.7029361724854
46,5.94,-4.68,0,True,0,3070.5270767211914
47,23.02,-16.55,0,False,-16.55,1519.2389488220215
48,23.02,-23.67,0,True,0,1829.5669555664062
49,14.48,-7.05,0,False,-7.05,1738.832950592041
50,23.02,-7.05,0,False,-7.05,1571.1541175842285
51,14.48,-23.67,0,True,0,4320.709943771362
52,14.48,-18.92,0,True,0,1914.4508838653564
53,25.86,-18.92,0,False,-18.92,1841.799020767212
54,8.78,-4.68,0,True,0,4013.822078704834
55,0.24,-14.17,0,True,0,3204.6008110046387
56,14.48,-14.17,0,True,0,1539.7839546203613
57,5.94,-26.04,0,True,0,2051.395893096924
58,17.32,-7.05,0,False,-7.05,2345.8268642425537
59,14.48,-4.68,0,False,14.48,1499.1159439086914
60,25.86,-26.04,0,True,0,2826.3070583343506
61,20.17,-9.43,0,False,20.17,1298.367977142334
62,20.17,-16.55,0,True,0,2637.017011642456
63,3.09,-2.3,0,False,3.09,10471.321821212769
64,3.09,-21.29,0,True,0,1992.6819801330566
65,11.63,-9.43,0,True,0,1751.3091564178467
66,25.86,-7.05,0,False,25.86,1144.1681385040283
67,11.63,-18.92,0,True,0,1783.3240032196045
68,23.02,-14.17,0,False,-14.17,2010.3960037231445
69,3.09,-11.8,0,True,0,1858.5209846496582
70,11.63,-7.05,0,False,-7.05,2549.873113632202
71,20.17,-21.29,0,True,0,1782.210111618042
72,20.17,-4.68,0,False,-4.68,2688.1182193756104
73,0.24,-21.29,0,True,0,1809.2749118804932
74,5.94,-21.29,0,True,0,2437.450885772705
75,3.09,-9.43,0,True,0,6814.694166183472
76,3.09,-23.67,0,True,0,1718.9819812774658
77,8.78,-14.17,0,True,0,1939.1450881958008
78,5.94,-2.3,0,False,5.94,3540.7140254974365
79,11.63,-2.3,0,False,11.63,1944.7460174560547
80,25.86,-4.68,0,False,25.86,2099.8780727386475
81,20.17,-2.3,0,False,20.17,1090.522050857544
82,25.86,-16.55,0,False,-16.55,1250.4799365997314
83,3.09,-26.04,0,True,0,1612.4491691589355
84,20.17,-11.8,0,False,20.17,1341.6919708251953
85,23.02,-9.43,0,False,-9.43,1149.7929096221924
86,28.71,-16.55,0,False,-16.55,1657.222032546997
87,0.24,-18.92,0,True,0,2038.712978363037
88,17.32,-4.68,0,False,17.32,1512.740135192871
89,14.48,-21.29,0,True,0,2072.4668502807617
90,23.02,-26.04,0,True,0,2091.7890071868896
91,14.48,-11.8,0,True,0,2737.7748489379883
92,23.02,-11.8,0,False,-11.8,1395.9388732910156
93,23.02,-4.68,0,False,-4.68,1360.253095626831
94,25.86,-9.43,0,False,25.86,1170.102834701538
95,20.17,-26.04,0,True,0,1580.2769660949707
96,11.63,-26.04,0,True,0,1343.4221744537354
97,8.78,-26.04,0,True,0,11465.203046798706
98,11.63,-23.67,0,True,0,1454.4291496276855
99,3.09,-7.05,0,True,0,3679.9590587615967
