trial,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
1,19.59,-9.36,0,False,-9.36,2218.438148498535
2,10.07,-4.92,0,False,10.07,2156.177043914795
3,14.83,-4.92,0,False,-4.92,1031.7959785461426
4,10.07,-9.36,0,True,0,1707.381010055542
5,24.35,-7.14,0,False,-7.14,1252.0148754119873
6,7.69,-20.47,0,True,0,1897.0530033111572
7,5.31,-16.03,0,True,0,1098.1009006500244
8,21.97,-24.91,0,True,0,1216.6469097137451
9,10.07,-13.8,0,True,0,1114.1729354858398
10,21.97,-18.25,0,True,0,996.239185333252
11,14.83,-20.47,0,True,0,1776.7491340637207
12,10.07,-22.69,0,True,0,990.4689788818359
13,21.97,-2.7,0,False,21.97,1704.707145690918
14,17.21,-16.03,0,True,0,1242.4960136413574
15,17.21,-2.7,0,False,17.21,1021.9430923461914
16,14.83,-9.36,0,False,14.83,1310.666799545288
17,2.93,-22.69,0,True,0,1556.0779571533203
18,2.93,-9.36,0,True,0,1912.294864654541
19,14.83,-18.25,0,True,0,984.2770099639893
20,5.31,-4.92,0,True,0,1048.4979152679443
21,12.45,-18.25,0,True,0,2054.62908744812
22,2.93,-2.7,0,True,0,1781.0008525848389
23,5.31,-24.91,0,True,0,1321.0439682006836
24,2.93,-24.91,0,True,0,1277.7719497680664
25,19.59,-7.14,0,False,19.59,1407.716989517212
26,21.97,-22.69,0,True,0,1047.6229190826416
27,19.59,-11.58,0,True,0,1432.2030544281006
28,5.31,-11.58,0,True,0,1189.7180080413818
29,2.93,-11.58,0,True,0,794.0158843994141
30,0.55,-11.58,0,True,0,1820.2791213989258
31,5.31,-9.36,0,True,0,1218.3408737182617
32,21.97,-13.8,0,True,0,1939.5298957824707
33,24.35,-4.92,0,False,-4.92,1297.9600429534912
34,21.97,-11.58,0,True,0,2373.106002807617
35,2.93,-4.92,0,True,0,1199.949026107788
36,24.35,-20.47,0,True,0,1483.5638999938965
37,7.69,-13.8,0,True,0,1935.8799457550049
38,7.69,-24.91,0,True,0,1003.6821365356445
39,17.21,-9.36,0,True,0,2243.9870834350586
40,10.07,-7.14,0,True,0,1228.848934173584
41,2.93,-18.25,0,True,0,1421.6139316558838
42,14.83,-22.69,0,True,0,1296.3738441467285
43,7.69,-7.14,0,True,0,946.4969635009766
44,24.35,-18.25,0,True,0,1669.612169265747
45,5.31,-20.47,0,True,0,829.8368453979492
46,24.35,-11.58,0,True,0,1038.2599830627441
47,24.35,-13.8,0,True,0,1085.953950881958
48,14.83,-7.14,0,True,0,1723.5310077667236
49,10.07,-11.58,0,True,0,920.7570552825928
50,0.55,-18.25,0,True,0,975.5909442901611
51,24.35,-24.91,0,True,0,873.7280368804932
52,0.55,-4.92,0,True,0,725.2950668334961
53,17.21,-11.58,0,True,0,1309.8828792572021
54,0.55,-9.36,0,True,0,961.1918926239014
55,2.93,-7.14,0,True,0,1222.1879959106445
56,19.59,-24.91,0,True,0,1640.7310962677002
57,21.97,-4.92,0,False,21.97,1699.411153793335
58,0.55,-24.91,0,True,0,1190.0990009307861
59,5.31,-22.69,0,True,0,1030.5118560791016
60,7.69,-22.69,0,True,0,935.1382255554199
61,10.07,-24.91,0,True,0,1132.6971054077148
62,12.45,-2.7,0,False,12.45,1416.3849353790283
63,14.83,-16.03,0,True,0,970.0179100036621
64,14.83,-24.91,0,True,0,1184.8609447479248
65,12.45,-9.36,0,True,0,1077.0320892333984
66,12.45,-13.8,0,True,0,1150.9408950805664
67,17.21,-13.8,0,True,0,1426.3229370117188
68,19.59,-20.47,0,True,0,863.1980419158936
69,10.07,-16.03,0,True,0,1061.837911605835
70,2.93,-13.8,0,True,0,947.2570419311523
71,5.31,-13.8,0,True,0,733.9160442352295
72,19.59,-18.25,0,True,0,1215.527057647705
73,19.59,-2.7,0,False,19.59,1186.5780353546143
74,7.69,-4.92,0,True,0,1284.1088771820068
75,0.55,-22.69,0,True,0,926.9838333129883
76,12.45,-20.47,0,True,0,978.8548946380615
77,17.21,-7.14,0,False,-7.14,1675.4729747772217
78,17.21,-22.69,0,True,0,1515.6071186065674
79,7.69,-11.58,0,True,0,958.9309692382812
80,21.97,-9.36,0,True,0,2927.1459579467773
81,24.35,-16.03,0,True,0,2333.3959579467773
82,24.35,-22.69,0,True,0,1069.7429180145264
83,2.93,-16.03,0,True,0,1557.1939945220947
84,7.69,-9.36,0,True,0,1012.2380256652832
85,12.45,-4.92,0,True,0,1502.7728080749512
86,12.45,-16.03,0,True,0,736.4847660064697
87,12.45,-11.58,0,True,0,911.5841388702393
88,2.93,-20.47,0,True,0,951.2460231781006
89,21.97,-16.03,0,True,0,1012.8598213195801
90,19.59,-22.69,0,True,0,841.4950370788574
91,12.45,-24.91,0,True,0,2993.328094482422
92,19.59,-16.03,0,True,0,1450.382947921753
93,19.59,-4.92,0,False,-4.92,2622.29585647583
94,0.55,-20.47,0,True,0,1468.0390357971191
95,5.31,-7.14,0,True,0,1144.5870399475098
96,14.83,-13.8,0,True,0,1359.753131866455
97,17.21,-20.47,0,True,0,1479.5641899108887
98,7.69,-2.7,0,True,0,847.121000289917
99,0.55,-16.03,0,True,0,845.6718921661377
100,19.59,-13.8,0,True,0,1658.6799621582031
