trial,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
1,0,15,7.5,True,7.5,9184.522867202759
2,0,15,3.75,True,3.75,3078.4239768981934
3,0,15,1.875,True,1.88,3880.1238536834717
4,0,15,0.9375,True,0.94,8136.298894882202
5,0,15,0.46875,True,0.47,7987.143039703369
6,0,15,0.234375,True,0.23,8694.064855575562
7,0,30,15.0,True,15.0,5968.893051147461
8,0,30,7.5,False,30,8722.264051437378
9,0,30,11.25,False,0,5465.178966522217
10,0,30,13.125,False,30,3907.9129695892334
11,0,30,14.0625,False,30,5748.773813247681
12,0,30,14.53125,True,14.53,18807.70707130432
13,21,30,25.5,True,25.5,6512.944936752319
14,21,30,23.25,True,23.25,7781.722068786621
15,21,30,22.125,True,22.12,10140.161991119385
16,21,30,21.5625,True,21.56,7811.545848846436
17,21,30,21.28125,False,21,4838.366985321045
18,21,30,21.421875,False,30,1840.6460285186768
19,-21,-30,-25.5,True,-25.5,6968.55092048645
20,-21,-30,-27.75,True,-27.75,5252.26902961731
21,-21,-30,-28.875,False,-21,4473.902940750122
22,-21,-30,-28.3125,True,-28.31,9332.895994186401
23,-21,-30,-28.59375,False,-30,6049.5970249176025
24,-21,-30,-28.453125,True,-28.45,8117.799997329712
25,0,-10,-5.0,True,-5.0,4941.252946853638
26,0,-10,-7.5,True,-7.5,2659.924030303955
27,0,-10,-8.75,True,-8.75,5001.14893913269
28,0,-10,-9.375,True,-9.38,2790.588855743408
29,0,-10,-9.6875,False,-10,8634.27710533142
30,0,-10,-9.53125,False,-10,1781.31103515625
31,-15,-30,-22.5,True,-22.5,3411.022186279297
32,-15,-30,-26.25,True,-26.25,3140.2251720428467
33,-15,-30,-28.125,True,-28.12,2866.713047027588
34,-15,-30,-29.0625,True,-29.06,2285.7940196990967
35,-15,-30,-29.53125,True,-29.53,3658.0889225006104
36,-15,-30,-29.765625,True,-29.77,2585.2811336517334
37,0,-30,-15.0,True,-15.0,2358.5851192474365
38,0,-30,-22.5,True,-22.5,3659.418821334839
39,0,-30,-26.25,True,-26.25,5449.582099914551
40,0,-30,-28.125,True,-28.12,2948.944091796875
41,0,-30,-29.0625,True,-29.06,1926.9990921020508
42,0,-30,-29.53125,True,-29.53,1698.071002960205
43,0,5,2.5,False,5,6615.571975708008
44,0,5,3.75,False,5,1821.593999862671
45,0,5,4.375,False,5,2295.067071914673
46,0,5,4.6875,False,0,2004.1561126708984
47,0,5,4.84375,False,0,3008.376121520996
48,0,5,4.921875,False,0,2491.482973098755
49,15,30,22.5,True,22.5,2953.0110359191895
50,15,30,18.75,False,15,3474.6830463409424
51,15,30,20.625,False,30,2226.8950939178467
52,15,30,21.5625,False,30,13627.619981765747
53,15,30,22.03125,False,15,1625.3161430358887
54,15,30,22.265625,False,15,2291.821002960205
55,0,-15,-7.5,False,0,5835.277080535889
56,0,-15,-3.75,False,0,1572.3729133605957
57,0,-15,-1.875,False,-15,1841.2449359893799
58,0,-15,-0.9375,False,-15,1746.2959289550781
59,0,-15,-0.46875,False,-15,2346.4388847351074
60,0,-15,-0.234375,False,-15,1493.9849376678467
61,0,10,5.0,False,0,1233.4251403808594
62,0,10,7.5,False,0,1100.700855255127
63,0,10,8.75,False,10,958.021879196167
64,0,10,9.375,False,0,2178.368091583252
65,0,10,9.6875,False,10,873.2821941375732
66,0,10,9.84375,False,0,1247.8430271148682
67,0,-5,-2.5,False,-5,1647.8559970855713
68,0,-5,-1.25,False,-5,1403.6660194396973
69,0,-5,-0.625,False,-5,1273.3440399169922
70,0,-5,-0.3125,False,0,1238.6610507965088
71,0,-5,-0.15625,False,-5,2034.641981124878
72,0,-5,-0.078125,False,0,2582.4711322784424
73,4.8828125,-4.8828125,0,False,-4.88,3370.1999187469482
74,4.8828125,-9.765625,0,False,4.88,1466.446876525879
75,4.8828125,-12.20703125,0,False,4.88,1936.6629123687744
76,4.8828125,-13.427734375,0,False,4.88,1590.475082397461
77,4.8828125,-14.0380859375,0,False,4.88,1687.6649856567383
78,4.8828125,-14.34326171875,0,False,-14.34,1945.9311962127686
