trial,v_50_1,v_50_2,v_100,subject choice,computer choice,rt(ms)
1,15,30,22.5,True,22.5,12085.35099029541
2,15,30,18.75,False,30,9249.244213104248
3,15,30,20.625,False,15,11414.627075195312
4,15,30,21.5625,True,21.56,3750.1730918884277
5,15,30,21.09375,True,21.09,2999.8769760131836
6,15,30,20.859375,True,20.86,5196.642875671387
7,0,-15,-7.5,True,-7.5,12653.639078140259
8,0,-15,-11.25,False,0,2849.1740226745605
9,0,-15,-9.375,False,0,13161.4511013031
10,0,-15,-8.4375,False,-15,4508.121013641357
11,0,-15,-7.96875,False,0,2292.09303855896
12,0,-15,-7.734375,False,0,3555.87100982666
13,0,-5,-2.5,False,-5,6376.643896102905
14,0,-5,-1.25,True,-1.25,12480.041027069092
15,0,-5,-1.875,True,-1.88,7633.412837982178
16,0,-5,-2.1875,True,-2.19,10228.195905685425
17,0,-5,-2.34375,False,-5,269.4859504699707
18,0,-5,-2.265625,True,-2.27,1851.435899734497
19,-21,-30,-25.5,False,-21,8012.035846710205
20,-21,-30,-23.25,False,-30,3327.8110027313232
21,-21,-30,-22.125,True,-22.12,19784.47914123535
22,-21,-30,-22.6875,True,-22.69,2879.305124282837
23,-21,-30,-22.96875,True,-22.97,1899.7490406036377
24,-21,-30,-23.109375,True,-23.11,4562.478065490723
25,0,30,15.0,False,0,5050.755023956299
26,0,30,22.5,True,22.5,5698.638916015625
27,0,30,18.75,True,18.75,1907.8781604766846
28,0,30,16.875,False,30,4972.185134887695
29,0,30,17.8125,False,30,6843.957901000977
30,0,30,18.28125,True,18.28,4865.278005599976
31,0,15,7.5,False,0,3679.0218353271484
32,0,15,11.25,True,11.25,2789.639949798584
33,0,15,9.375,False,15,5221.841096878052
34,0,15,10.3125,True,10.31,7435.794830322266
35,0,15,9.84375,False,15,9792.111873626709
36,0,15,10.078125,True,10.08,8538.871049880981
37,0,-30,-15.0,False,0,5990.572929382324
38,0,-30,-7.5,True,-7.5,7260.056972503662
39,0,-30,-11.25,True,-11.25,1984.696865081787
40,0,-30,-13.125,False,-30,6778.066873550415
41,0,-30,-12.1875,False,0,3896.606922149658
42,0,-30,-11.71875,True,-11.72,15184.534072875977
43,-15,-30,-22.5,False,-15,8203.34005355835
44,-15,-30,-18.75,True,-18.75,15655.935049057007
45,-15,-30,-20.625,False,-15,8590.419054031372
46,-15,-30,-19.6875,False,-30,7163.444995880127
47,-15,-30,-19.21875,False,-30,3283.405065536499
48,-15,-30,-18.984375,False,-15,4628.2618045806885
